name,brand,price,fret-amount,string-amount,scale,body,body-material
Excel 59,Excel,279.99,24,6,25.5,Superstrat,ольха
J-Standard Mythic JMY2ASHE OPB,J-Standard,129.99,22,6,24.5,Stratocaster,красное дерево
J-Standard Odyssey JOS2DUFMR TPF,J-Standard,155.99,22,6,25.5,Superstrat,ольха
Boundary Iliad BIL2RHS SLM,Boundary,59.99,22,6,24.5,Stratocaster,красное дерево
J-Standard Odyssey JOS2FMM FBT,J-Standard,119.99,24,6,25.5,Stratocaster,красное дерево
J-Standard Odyssey JOS2FMG TRT,J-Standard,109.99,24,6,26.5,Stratocaster,клён
J-Standard Iliad JIL2ASHM 2TS,J-Standard,99.99,24,6,25.5,Modern stat,красное дерево
Expert Odyssey EOS-AL-R AWH,Expert,179.99,22,6,25.5,Superstrat,ольха
Expert Odyssey EOS-ASH-M SBB,Expert,199.99,24,6,26.5,Modern stat,тополь
Expert Odyssey EOS-FM-R RKG,Expert,219.99,22,6,25.5,Superstrat,клён
NCLS-30R-BF VV,NCLS-30R-BF,209.99,24,6,25.5,Superstrat,красное дерево
J-Standard Odyssey JOS2DUEW1R IBS,J-Standard,155.99,22,6,26.5,Modern stat,клён
Boundary Iliad BIL2M BGM,Boundary,59.99,24,6,24.5,Superstrat,ольха
Boundary Iliad BIL2RHS BGM,Boundary,59.99,22,6,25.5,Stratocaster,тополь
J-Standard Odyssey JOS2TDM MBU,J-Standard,112.99,24,6,25.5,Stratocaster,красное дерево
J-Standard Odyssey JOS2TDM SP,J-Standard,112.99,22,6,26.5,Stratocaster,тополь
J-Standard Odyssey JOS2TDR BGM,J-Standard,112.99,22,6,25.5,Superstrat,ольха
J-Standard Odyssey JOS2TDR IV,J-Standard,112.99,22,6,26.5,Modern stat,клён
Expert Odyssey EOS-FM-R NBG,Expert,219.99,22,6,25.5,Stratocaster,клён
NLC20EMH BK,NLC20EMH,199.99,22,6,25.5,Modern stat,клён
NLC10RMP AWH,NLC10RMP,159.99,24,6,25.5,Superstrat,красное дерево
NLC10RMP BK,NLC10RMP,159.99,22,6,26.5,Stratocaster,красное дерево
NLS10RFM FCB,NLS10RFM,159.99,22,6,24.5,Superstrat,ольха
NLS11RMP AG,NLS11RMP,153.99,22,6,24.5,Superstrat,ольха
Expert Flame EFL-FM-R VV,Expert,259.99,24,6,25.5,Superstrat,тополь
J-Standard Iliad JIL2ASHML OWB,J-Standard,109.99,22,6,24.5,Modern stat,красное дерево
J-Standard Iliad JIL2EW2R KNB,J-Standard,139.99,24,6,25.5,Stratocaster,красное дерево
Iliad Dark Evolution JIL2ASHDE664RL OPW,Iliad,149.99,24,6,24.5,Superstrat,красное дерево
G&L Tribute ASAT Classic Bluesboy Candy Apple Red RW Poplar,G&L,82.8,22,6,25.5,Modern stat,ольха
G&L Tribute ASAT Classic Bluesboy Semi-Hollow Clear Orange MP SF,G&L,93.6,22,6,25.5,Stratocaster,клён
G&L Tribute ASAT Classic Butterscoth Blonde MP SF,G&L,85.5,24,6,25.5,Stratocaster,тополь
G&L Tribute ASAT Special Irish Ale RW SF,G&L,82.8,24,6,24.5,Modern stat,клён
G&L Tribute ASAT Special Surf Green MP SF,G&L,82.8,22,6,26.5,Stratocaster,ольха
G&L Tribute Fallout Candy Apple Red RW Poplar,G&L,80.0,22,6,26.5,Stratocaster,красное дерево
PRS S2 MCCARTY 594 SINGLECUT FADED BLUE SMOKEBURST,PRS,286.2,22,6,26.5,Superstrat,ольха
PRS SE CUSTOM 24 FLOYD CHARCOAL BURST,PRS,142.2,24,6,26.5,Superstrat,красное дерево
PRS SE HOLLOWBODY II CHARCOAL BURST,PRS,178.2,22,6,24.5,Superstrat,тополь
PRS SE TREMONTI CUSTOM CHARCOAL BURST,PRS,131.4,24,6,26.5,Superstrat,красное дерево
FENDER SQUIER BULLET Stratocaster HT Brown Sunburst,FENDER,35.0,22,6,26.5,Modern stat,тополь
IBANEZ GRGM21M-JB,IBANEZ,35.0,24,6,24.5,Modern stat,клён
DEAN GSX CBK,DEAN,61.187,22,6,25.5,Superstrat,ольха
DEAN MD24 CBK,DEAN,117.8,22,6,25.5,Superstrat,тополь
DEAN MD24 FM TGE,DEAN,122.393,22,6,24.5,Modern stat,тополь
DEAN MLXF CBK,DEAN,87.154,22,6,24.5,Stratocaster,тополь
DEAN RC6 XENO RUSTY COOLEY XENOCIDE,DEAN,171.356,22,6,25.5,Modern stat,ольха
DEAN RC7X MBK RUSTY COOLEY,DEAN,177.781,24,6,26.5,Modern stat,ольха
DEAN RZR LTNG,DEAN,222.548,24,6,25.5,Superstrat,ольха
DEAN RZR SKLZ,DEAN,206.27,24,6,25.5,Stratocaster,тополь
DEAN VMNT CBK,DEAN,192.778,22,6,25.5,Superstrat,красное дерево
DEAN ZERO VIC,DEAN,118.312,24,6,26.5,Modern stat,красное дерево
DEAN ZOLTAN AR,DEAN,180.782,24,6,25.5,Stratocaster,клён
PRS SE Standard 24 Tobacco Sunburst Finish with Gig Bag,PRS,98.0,22,6,26.5,Superstrat,ольха
PRS SE Standard 24 Vintage Cherry Finish with Gig Bag,PRS,98.0,22,6,24.5,Stratocaster,клён
PRS SE 245 Charcoal Burst,PRS,114.0,24,6,25.5,Stratocaster,ольха
PRS SE CUSTOM 22 VINTAGE SUNBURST,PRS,82.5,22,6,26.5,Superstrat,тополь
PRS SE Custom 24 Black Gold Sunburst,PRS,131.0,22,6,25.5,Superstrat,красное дерево
Schecter JERRY HORTON TEMPEST 2015 SWHT,Schecter,89.958,24,6,25.5,Modern stat,красное дерево
Bosstone SG-03 3TS,Bosstone,8.59,24,6,24.5,Modern stat,ольха
Bosstone SG-03 BL,Bosstone,8.59,24,6,24.5,Modern stat,ольха
Bosstone SG-03 RD,Bosstone,8.59,24,6,26.5,Superstrat,клён
Bosstone SG-06 MRD,Bosstone,14.375,24,6,24.5,Superstrat,тополь
Bosstone SG-06 WH,Bosstone,14.375,22,6,24.5,Superstrat,ольха
ARIA STG-004-L 3TS,ARIA,16.29,22,6,25.5,Superstrat,красное дерево
ARIA 615-MK2 TQBL,ARIA,29.99,22,6,26.5,Stratocaster,красное дерево
ARIA STG-003 BK,ARIA,14.99,22,6,25.5,Stratocaster,ольха
ARIA STG-003 MBL,ARIA,14.99,22,6,24.5,Modern stat,ольха
JACKSON JS22 Monarkh SC Trans Purple Burst,JACKSON,75.0,24,6,24.75,Superstrat,нато
JACKSON JS22Q-7 Dinky DKA HT Transparent Black Burst,JACKSON,50.0,22,6,25.5,Superstrat,тополь
JACKSON JS32Q Dinky DKA HT Transparent Purple Burst,JACKSON,53.0,22,6,25.5,Modern stat,клён
JACKSON JS22 Dinky DKA Natural Oil,JACKSON,37.0,22,6,24.5,Superstrat,ольха
JACKSON JS32 Dinky DKA Natural,JACKSON,76.0,22,6,24.5,Modern stat,красное дерево
JACKSON JS32 Dinky DKA Pavo Purple,JACKSON,71.0,22,6,25.5,Stratocaster,тополь
JACKSON JS32Q Dinky DKA Transparent Black,JACKSON,87.0,24,6,26.5,Superstrat,тополь
JACKSON JS32T Kelly Viola Burst,JACKSON,72.0,24,6,26.5,Stratocaster,клён
JACKSON JS32T Warrior Natural Oil,JACKSON,63.0,22,6,25.5,Superstrat,ольха
GRETSCH G2622T Streamliner Center DC Stirling Green,GRETSCH,97.0,22,6,25.5,Stratocaster,ольха
GRETSCH G2622T Streamliner Center DC Brownstone Maple,GRETSCH,97.0,22,6,24.5,Stratocaster,ольха
IBANEZ RGA622XH-BK,IBANEZ,231.0,24,6,26.5,Modern stat,красное дерево
EPIPHONE ES-335 Figured Blueberry Burst,EPIPHONE,127.0,24,6,25.5,Stratocaster,ольха
EPIPHONE Les Paul Custom Alpine White,EPIPHONE,138.0,22,6,26.5,Superstrat,тополь
EPIPHONE Les Paul Custom Ebony,EPIPHONE,138.0,22,6,24.5,Stratocaster,ольха
EPIPHONE Les Paul Custom Koa Natural,EPIPHONE,142.0,24,6,24.5,Modern stat,ольха
EPIPHONE Les Paul Modern Figured Caribbean Blue Fade,EPIPHONE,132.0,24,6,24.5,Superstrat,клён
EPIPHONE Les Paul Modern Figured Magma Orange Fade,EPIPHONE,132.0,24,6,26.5,Superstrat,ольха
EPIPHONE Les Paul Modern Sparkling Burgundy,EPIPHONE,123.0,24,6,24.5,Stratocaster,ольха
EPIPHONE Les Paul Classic Honey Burst,EPIPHONE,104.0,22,6,24.5,Stratocaster,ольха
EPIPHONE Les Paul Classic Heritage Cherry Sunburst,EPIPHONE,104.0,24,6,26.5,Superstrat,тополь
EPIPHONE Les Paul Standard 50s Heritage Cherry Sunburst,EPIPHONE,117.0,24,6,26.5,Modern stat,ольха
EPIPHONE Les Paul Standard 60s Ebony,EPIPHONE,117.0,24,6,26.5,Modern stat,клён
EPIPHONE Les Paul Studio Alpine White,EPIPHONE,98.0,22,6,26.5,Stratocaster,ольха
EPIPHONE Les Paul Studio Wine Red,EPIPHONE,98.0,24,6,24.5,Stratocaster,тополь
EPIPHONE SG Standard Cherry,EPIPHONE,106.0,22,6,25.5,Stratocaster,клён
EPIPHONE SG Standard Ebony,EPIPHONE,106.0,22,6,26.5,Stratocaster,тополь
EPIPHONE Explorer Ebony,EPIPHONE,135.0,22,6,25.5,Modern stat,клён
EPIPHONE Extura Prophecy Black,EPIPHONE,187.0,24,6,25.5,Modern stat,клён
EPIPHONE Les Paul Muse Pearl White Metallic,EPIPHONE,97.0,24,6,26.5,Stratocaster,клён
EPIPHONE Les Paul Muse Radio Blue Metallic,EPIPHONE,97.0,22,6,26.5,Stratocaster,красное дерево
EPIPHONE Les Paul Muse Wanderlust Green Metallic,EPIPHONE,97.0,22,6,24.5,Superstrat,ольха
CORT CR250-TBK,CORT,55.944,24,6,24.5,Modern stat,тополь
CHARVEL Pro-Mod DK24 HH FR Dark Amber,CHARVEL,194.0,22,6,26.5,Modern stat,клён
EVH Wolfgang WG Standard Exotic Koa,EVH,131.0,24,6,24.5,Stratocaster,клён
FENDER American PRO II Stratocaster RW Dark Night,FENDER,225.0,22,6,26.5,Superstrat,ольха
FENDER American Ultra Stratocaster RW Ultraburst,FENDER,358.0,24,6,26.5,Modern stat,красное дерево
FENDER Japan Vintage Mod 60S Custom Telecaster RW Firemist Gold,FENDER,233.0,22,6,25.5,Modern stat,красное дерево
FENDER PLAYER Jazzmaster Buttercream,FENDER,142.0,24,6,25.5,Modern stat,клён
FENDER Player Plus STRAT HSS MN Cosmic Jade,FENDER,153.0,22,6,25.5,Stratocaster,клён
FENDER PLAYER Stratocaster MN Polar White,FENDER,109.0,22,6,25.5,Stratocaster,ольха
FENDER PLAYER Telecaster MN Tidepool,FENDER,114.0,24,6,25.5,Stratocaster,ольха
FENDER SQUIER Classic Vibe 50s Telecaster MN White Blonde,FENDER,71.0,22,6,26.5,Superstrat,тополь
FENDER SQUIER Classic Vibe 60s Stratocaster LRL 3-Tone Sunburst,FENDER,71.0,24,6,24.5,Superstrat,клён
GRETSCH G2210 Streamliner Junior Jet Club Gunmetal,GRETSCH,58.0,24,6,24.75,другая форма,нато
GRETSCH G5220 Electromatic Jet BT Firestick Red,GRETSCH,115.0,24,6,25.5,Stratocaster,ольха
GRETSCH G5655TG Electromatic Center Block Junior Black Gold,GRETSCH,173.0,24,6,26.5,Stratocaster,тополь
GRETSCH G2215-P90 Streamliner Junior JET Ocean Turquoise,GRETSCH,69.0,24,6,24.5,Stratocaster,тополь
GRETSCH G2655T Streamliner Center Block Junior Brownstone Maple,GRETSCH,93.0,22,6,24.5,Superstrat,клён
JACKSON X Adrian Smith San Dimas MN Snow White,JACKSON,116.0,22,6,26.5,Modern stat,ольха
JACKSON JS22L Dinky DKA LH Black,JACKSON,53.0,22,6,24.5,Modern stat,тополь
JACKSON JS32 Dinky DKA Neon Orange,JACKSON,71.0,22,6,24.5,Modern stat,клён
JACKSON JS32 Kelly Ferrari Red,JACKSON,70.0,22,6,24.5,Superstrat,тополь
JACKSON JS32 King V Gloss Black,JACKSON,71.0,22,6,24.5,Superstrat,красное дерево
JACKSON JS32 King V Matte Army Drab,JACKSON,71.0,24,6,25.5,Modern stat,красное дерево
JACKSON JS32 Randy Rhoads Satin Gray,JACKSON,86.0,22,6,25.5,Modern stat,красное дерево
JACKSON JS32 Warrior Snow White,JACKSON,71.0,24,6,26.5,Modern stat,тополь
JACKSON JS32L Dinky DKA LH Bright Blue,JACKSON,71.0,24,6,24.5,Superstrat,ольха
JACKSON PRO Randy Rhoads Gloss Black,JACKSON,250.0,24,6,26.5,Modern stat,клён
JACKSON PRO Randy Rhoads RRT-3 Ivory,JACKSON,209.0,24,6,25.5,Modern stat,ольха
JACKSON PRO Soloist SL2P HT Transparent Black Burst,JACKSON,210.0,22,6,24.5,Stratocaster,тополь
JACKSON X Soloist SLX LH Satin Black,JACKSON,140.0,22,6,25.5,Modern stat,клён
JACKSON X Randy Rhoads RRX24 Winter Camo,JACKSON,172.0,24,6,25.5,Modern stat,ольха
SQUIER MINI Stratocaster Shell Pink,SQUIER,27.9,24,6,24.5,Modern stat,ольха
IBANEZ AZS2209-ATQ,IBANEZ,228.0,22,6,24.5,Modern stat,клён
IBANEZ AZS2200-MGR,IBANEZ,228.0,22,6,26.5,Stratocaster,клён
FENDER LTD Player Stratocaster MN Sea Foam Pearl,FENDER,273.0,24,6,24.5,Modern stat,тополь
GRETSCH G5222 Electromatic Double Jet BT LRL Black,GRETSCH,115.0,24,6,24.6,другая форма,красное дерево
FENDER SQUIER Classic Vibe '60s Jaguar LRL Charcoal Frost Metallic,FENDER,110.0,22,6,25.5,Modern stat,клён
EPIPHONE Flying V Ebony,EPIPHONE,135.0,24,6,24.5,Modern stat,клён
EPIPHONE SG Prophecy Black Aged Gloss,EPIPHONE,175.0,22,6,24.5,Superstrat,клён
EPIPHONE SG Prophecy Red Tiger Aged Gloss,EPIPHONE,175.0,24,6,24.5,Stratocaster,тополь
EPIPHONE SG Prophecy Blue Tiger Aged Gloss,EPIPHONE,175.0,22,6,24.5,Stratocaster,тополь
EPIPHONE Firebird Vintage Sunburst,EPIPHONE,135.0,22,6,25.5,Modern stat,красное дерево
GIBSON LES PAUL TRIBUTE SATIN CHERRY SUNBURST,GIBSON,264.0,22,6,24.75,Les paul,красное дерево
GIBSON 2019 SG TRIBUTE NATURAL WALNUT,GIBSON,244.0,24,6,24.75,Sg,красное дерево
GIBSON 2019 Flying V Antique Natural,GIBSON,386.0,24,6,24.75,Flying-v,красное дерево
GIBSON LES PAUL TRIBUTE SATIN HONEYBURST,GIBSON,264.0,24,6,24.75,Les paul,красное дерево
FENDER SQUIER BULLET Stratocaster HT LRL SFM,FENDER,29.2,22,6,26.5,Modern stat,тополь
FENDER American PRO II Telecaster RW Mercury,FENDER,276.0,24,6,26.5,Superstrat,красное дерево
FENDER SQUIER BULLET Telecaster LRL SFG,FENDER,28.3,24,6,25.5,Modern stat,ольха
FENDER SQUIER Classic Vibe 60s Jaguar LRL OWT,FENDER,77.0,22,6,26.5,Modern stat,ольха
FENDER SQUIER Classic Vibe '60s Jaguar LRL Silver Sparkle,FENDER,93.0,22,6,24.5,Stratocaster,тополь
FENDER Player Plus STRAT MN 3-Tone Sunburst,FENDER,153.0,24,6,24.5,Stratocaster,ольха
FENDER SQUIER Affinity Stratocaster HSS LRL OWT,FENDER,49.0,22,6,26.5,Modern stat,тополь
FENDER Player Plus STRAT MN Tequila Sunrise,FENDER,148.0,22,6,24.5,Stratocaster,тополь
FENDER SQUIER Affinity Telecaster MN NAT,FENDER,37.0,22,6,26.5,Modern stat,ольха
FENDER PLAYER Stratocaster HSS MN Buttercream,FENDER,113.0,22,6,25.5,Superstrat,ольха
FENDER SQUIER Contemporary Telecaster RH RMN OLV,FENDER,74.0,22,6,25.5,Modern stat,красное дерево
FENDER SQUIER BULLET STRAT HT HSS LR 2TS,FENDER,33.0,24,6,24.5,Modern stat,ольха
FENDER SQUIER BULLET Stratocaster HT LRL LPB,FENDER,29.2,22,6,25.5,Stratocaster,ольха
FENDER SQUIER BULLET Mustang HH OWT,FENDER,29.5,24,6,24.5,Superstrat,клён
GRETSCH G2420 Streamliner Hollow Body Walnut,GRETSCH,75.0,24,6,24.75,Modern stat,клён
FENDER SQUIER Contemporary Jaguar HH ST LRL LPB,FENDER,83.0,24,6,25.5,Superstrat,клён
TERRIS TTL-039 BK,TERRIS,10.17,22,6,25.5,Stratocaster,ольха
IBANEZ ICHI00-VWH,IBANEZ,77.0,22,6,26.5,Superstrat,нато
SCHECTER REAPER-7 MS CHARCOAL BURST,SCHECTER,107.35,24,6,25.5,Stratocaster,тополь
SCHECTER HELLRAISER C-7 BLK,SCHECTER,102.5,22,6,26.5,Stratocaster,клён
SCHECTER SUN VALLEY SUPER SHREDDER FR S GREEN REIGN,SCHECTER,98.99,22,6,25.5,Superstrat,красное дерево
SCHECTER SUN VALLEY SUPER SHREDDER FR S WHT,SCHECTER,90.99,24,6,25.5,Superstrat,ольха
SCHECTER C-1 EXOTIC TREM EBONY,SCHECTER,87.69,22,6,25.5,Superstrat,ольха
SCHECTER C-8 DELUXE SBK,SCHECTER,51.49,22,6,24.5,Modern stat,тополь
SCHECTER PT VAN NUYS GNAT ASH,SCHECTER,96.49,24,6,24.5,Stratocaster,красное дерево
SCHECTER NICK JOHNSTON DS TRAD A.FROST,SCHECTER,88.69,24,6,26.5,Modern stat,красное дерево
SCHECTER SUN VALLEY SUPER SHREDDER FR S RBLUE,SCHECTER,91.99,24,6,25.5,Modern stat,ольха
SCHECTER NICK JOHNSTON S/S/S ATOMIC ORANGE RM,SCHECTER,88.69,22,6,24.5,Modern stat,тополь
SCHECTER NICK JOHNSTON DS ATOMIC CORAL,SCHECTER,91.99,22,6,26.5,Stratocaster,клён
SCHECTER BANSHEE GT FR S.CB,SCHECTER,112.35,24,6,26.5,Modern stat,красное дерево
SCHECTER NICK JOHNSTON TRAD H/S/S A.OR,SCHECTER,88.69,24,6,26.5,Superstrat,тополь
SCHECTER OMEN EXTREME-6 FR VSB,SCHECTER,53.55,22,6,24.5,Stratocaster,красное дерево
SCHECTER C-6 DELUXE LH SBK,SCHECTER,37.99,24,6,25.5,Stratocaster,клён
SCHECTER SUN VALLEY SUPER SHREDDER PT-FR MWHT,SCHECTER,72.99,22,6,26.5,Stratocaster,тополь
SCHECTER NICK JOHNSTON TRAD ASNW,SCHECTER,88.69,24,6,25.5,Modern stat,клён
SCHECTER C-6 PRO AQB,SCHECTER,71.89,24,6,25.5,Superstrat,клён
SCHECTER SUN VALLEY SUPER SHREDDER FR S BLUE REIGN,SCHECTER,98.99,24,6,25.5,Stratocaster,тополь
SCHECTER NICK JOHNSTON TRAD H/S/S A.INK,SCHECTER,91.99,24,6,26.5,Modern stat,красное дерево
SCHECTER C-6 PRO CB,SCHECTER,71.89,22,6,26.5,Modern stat,красное дерево
SCHECTER C-6 DELUXE SBK,SCHECTER,35.75,24,6,25.5,Superstrat,тополь
SCHECTER NICK JOHNSTON TRAD H/S/S AGRN,SCHECTER,90.5,22,6,26.5,Superstrat,красное дерево
SCHECTER REAPER-6 INFERNO BURST,SCHECTER,78.45,22,6,25.5,Stratocaster,тополь
SCHECTER SUN VALLEY SUPER SHREDDER FR SBK,SCHECTER,72.99,22,6,24.5,Stratocaster,тополь
SCHECTER OMEN-8 BLK,SCHECTER,52.99,22,6,26.5,Modern stat,клён
IBANEZ LB1-WH,IBANEZ,316.0,24,6,24.5,Stratocaster,тополь
GIBSON USA LES PAUL STANDARD 2015 HERITAGE CHERRY SUNBURST,GIBSON,533.0,24,6,24.5,Modern stat,тополь
SCHECTER SGR C-1 SBK Г,SCHECTER,28.615,24,6,26.5,Superstrat,клён
IBANEZ PS60-GSL,IBANEZ,39.0,24,6,25.5,Superstrat,клён
IBANEZ IC420FM-VLS,IBANEZ,80.0,22,6,24.5,Modern stat,тополь
IBANEZ IC420-ABM,IBANEZ,75.0,22,6,26.5,Stratocaster,тополь
ROCKDALE Akira DX Black,ROCKDALE,23.3,22,6,24.5,Modern stat,ольха
STERLING Sabre Deep Blue Burst,STERLING,240.3,22,6,25.5,Superstrat,ольха
STERLING Jason Richardson Signature Cosmic Purple Burst,STERLING,149.0,24,6,26.5,Superstrat,клён
STERLING Sabre Cobra Burst,STERLING,240.3,22,6,26.5,Modern stat,красное дерево
STERLING Cutlass Dropped Copper,STERLING,88.1,24,6,24.5,Superstrat,ольха
Russtone RUSSD-SSH MEK,Russtone,22.62,22,6,26.5,Modern stat,клён
SCHECTER DAMIEN ELITE-7 FR CRED L/H,SCHECTER,79.806,22,6,24.5,Superstrat,ольха
CORT X300-FPU X Series,CORT,48.7,24,6,25.5,Modern stat,клён
MOOER GTRS W800 Pearl White,MOOER,89.99,22,6,25.5,Superstrat,красное дерево
D`ANGELICO Premier Brighton IBM,D`ANGELICO,119.99,22,6,25.5,Stratocaster,ольха
IBANEZ AZES40-TUN,IBANEZ,41.0,24,6,26.5,Superstrat,ольха
ARIA JET-B TONE SVW,ARIA,28.5,22,6,25.5,Superstrat,клён
ARIA FET-F2 STBK,ARIA,29.99,22,6,24.5,Modern stat,ольха
SCHECTER OMEN EXTREME-6 FR STBLK,SCHECTER,53.55,24,6,26.5,Modern stat,ольха
BATON ROUGE X54S/PE-BT,BATON,57.3,22,6,26.5,Stratocaster,тополь
ARIA PE-350STD AGBK,ARIA,30.69,22,6,24.5,Modern stat,красное дерево
STAGG SEL-HB90 CHERRY LH,STAGG,19.99,22,6,26.5,Modern stat,красное дерево
ARIA TA-CLASSIC WR,ARIA,41.99,24,6,25.5,Stratocaster,тополь
ARIA PE-350STD AGBS,ARIA,30.69,24,6,25.5,Superstrat,тополь
SCHECTER PT Fastback II B DEG,SCHECTER,78.5,22,6,26.5,Stratocaster,ольха
ARIA MAC-DLX STBK,ARIA,40.5,24,6,26.5,Stratocaster,тополь
ARIA STG-004 BK,ARIA,15.5,24,6,26.5,Modern stat,красное дерево
ARIA ARIA-211CE N,ARIA,33.8,24,6,24.5,Modern stat,ольха
SCHECTER HELLRAISER C-1 BLACK CHERRY,SCHECTER,97.59,22,6,25.5,Modern stat,клён
ARIA 714-STD 3TS,ARIA,15.99,24,6,24.5,Modern stat,ольха
SCHECTER PT PRO TPB,SCHECTER,105.69,22,6,26.5,Stratocaster,клён
SCHECTER DEMON-7 VWHT,SCHECTER,56.5,22,6,24.5,Stratocaster,ольха
SCHECTER C-7 PRO AQB,SCHECTER,78.99,24,6,26.5,Modern stat,ольха
ARIA 714-MK2 TQBL,ARIA,29.99,22,6,24.5,Modern stat,красное дерево
ARIA 615-MK2 RBRD,ARIA,29.99,24,6,26.5,Stratocaster,красное дерево
SCHECTER NICK JOHNSTON TRAD H/S/S ASNW,SCHECTER,90.5,22,6,26.5,Modern stat,ольха
SCHECTER PT Fastback II B MRED,SCHECTER,78.5,22,6,26.5,Superstrat,клён
ARIA STG-003 3TS,ARIA,14.99,22,6,25.5,Stratocaster,ольха
SCHECTER DAMIEN PLATINUM-6 FR S SBK,SCHECTER,94.99,24,6,24.5,Stratocaster,тополь
SCHECTER OMEN ELITE-8 MS CHAR,SCHECTER,82.29,22,6,25.5,Modern stat,тополь
ARIA STG-57 CA,ARIA,26.99,22,6,25.5,Modern stat,тополь
SCHECTER DAMIEN-7 MS SBK,SCHECTER,76.55,24,6,24.5,Modern stat,тополь
SCHECTER REAPER-6 FR-S SCB,SCHECTER,122.75,22,6,25.5,Modern stat,клён
ARIA JET-1 CA,ARIA,22.69,24,6,24.5,Superstrat,ольха
SCHECTER SUN VALLEY SUPER SHREDDER FR S BIRCH GREEN,SCHECTER,91.99,24,6,24.5,Superstrat,ольха
SCHECTER SUN VALLEY SUPER SHREDDER EXOTIC HT ZIRICOTE,SCHECTER,121.99,22,6,25.5,Stratocaster,красное дерево
ARIA STG-62 BK,ARIA,26.99,22,6,24.5,Modern stat,красное дерево
ARIA STG-004 3TS,ARIA,15.5,22,6,26.5,Modern stat,ольха
SCHECTER DEMON-7 CRB,SCHECTER,56.5,24,6,24.5,Modern stat,ольха
BATON ROUGE X11LS/PE-SCC,BATON,24.99,22,6,26.5,Modern stat,клён
SCHECTER C-1 E/A CLASSIC FVS,SCHECTER,153.5,22,6,24.5,Modern stat,красное дерево
SCHECTER C-1 PLATINUM STBLS,SCHECTER,73.5,24,6,25.5,Stratocaster,красное дерево
ARIA STG-004 WH,ARIA,15.5,22,6,26.5,Superstrat,красное дерево
ARIA STG-STV BK,ARIA,11.555,24,6,25.5,Stratocaster,клён
STAGG SET-PLUS NAT,STAGG,15.99,24,6,25.5,Stratocaster,ольха
ARIA TA-CLASSIC BK,ARIA,41.99,22,6,25.5,Superstrat,тополь
SCHECTER NICK JOHNSTON TRAD H/S/S AFST,SCHECTER,90.5,22,6,24.5,Stratocaster,тополь
SCHECTER SOLO-II SLS ELITE EVIL TWIN,SCHECTER,129.99,22,6,24.5,Modern stat,клён
ARIA STG-003-L 3TS,ARIA,15.79,22,6,24.5,Stratocaster,тополь
SCHECTER C-1 PLATINUM SBK,SCHECTER,75.99,24,6,26.5,Superstrat,тополь
ARIA RETRO1532 3TS,ARIA,24.99,22,6,25.5,Superstrat,тополь
STAGG SET-PLUS WHB,STAGG,15.99,22,6,25.5,Superstrat,тополь
STAGG SEL-HB90 BLK LH,STAGG,19.99,22,6,25.5,Superstrat,красное дерево
ARIA STG-003 CA,ARIA,14.99,22,6,25.5,Modern stat,тополь
ARIA STG-004-L BK,ARIA,16.29,22,6,24.5,Stratocaster,клён
SCHECTER C-1 PLATINUM STMBL,SCHECTER,75.25,24,6,24.5,Stratocaster,красное дерево
STAGG SVYSPCLDLX FBK,STAGG,31.51,22,6,26.5,Modern stat,клён
ARIA STG-003SPL 3TS,ARIA,14.99,24,6,25.5,Stratocaster,клён
SCHECTER OMEN ELITE-7 STBB,SCHECTER,56.5,22,6,26.5,Stratocaster,тополь
SCHECTER E-1 CUSTOM VS,SCHECTER,100.5,22,6,24.5,Modern stat,клён
SCHECTER C-1 PLATINUM SPB,SCHECTER,75.25,24,6,24.5,Modern stat,ольха
ARIA MSG-02CE N,ARIA,31.99,24,6,24.5,Modern stat,ольха
ARIA AWN-15CE BLS,ARIA,17.29,22,6,25.5,Superstrat,клён
ARIA 714-DG BK,ARIA,29.99,24,6,26.5,Stratocaster,клён
ARIA TEG-TL MIB,ARIA,26.99,22,6,24.5,Superstrat,тополь
ARIA PE-480 SBKB,ARIA,39.99,24,6,24.5,Superstrat,клён
SCHECTER PT SPECIAL PBP,SCHECTER,70.5,24,6,25.5,Superstrat,ольха
SCHECTER PT PRO TBB,SCHECTER,101.5,22,6,24.5,Stratocaster,красное дерево
ARIA PE-350CST AGWH,ARIA,35.5,22,6,24.5,Modern stat,ольха
SCHECTER SGR AVENGER MBLK,SCHECTER,27.39,24,6,24.5,Modern stat,красное дерево
ARIA STG-004 CA,ARIA,15.5,22,6,24.5,Modern stat,клён
SCHECTER SUN VALLEY SUPER SHREDDER FR S RED REIGN,SCHECTER,98.99,24,6,24.5,Superstrat,клён
ARIA STG-003SPL M/BK,ARIA,14.99,22,6,26.5,Superstrat,тополь
ARIA APE-100 N,ARIA,30.99,22,6,26.5,Superstrat,клён
ARIA STG-003/M 3TS,ARIA,14.99,24,6,25.5,Stratocaster,тополь
SCHECTER PT SLS ELITE EVIL TWIN,SCHECTER,136.5,24,6,25.5,Modern stat,ольха
ARIA AWN-15CE N,ARIA,17.29,24,6,24.5,Superstrat,красное дерево
SCHECTER HELLRAISER C-7 LH BCH,SCHECTER,108.5,22,6,25.5,Modern stat,тополь
SCHECTER MV-6 LH OWHT,SCHECTER,96.5,24,6,24.5,Superstrat,красное дерево
ARIA PE-350CST AGBK,ARIA,35.5,22,6,26.5,Superstrat,ольха
